"","gender","age","country","country_en","country_mi","ethniceng","ethnicmri","ethnicwsm","ethniccok","ethnicton","ethnicniu","ethnicchn","ethnicind","ethnicother","ethnicother_en","ethnicother_mi","languages","handed","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","hairlength","travel","timetravel","bagweightraw","bagweight","bagcarry","favlearning","favlearningmo","memory","reaction","sport","sport_en","techtv","techmp3","techinternet","techmobinternet","techfacebook","techtwitter","techbebo","techmyspace","techskype","techconsole","technone","cellmonths","onlinemusic","onlinevideo","onlinegame","onlinefriend","onlineschool","onlineother","onlinenone","bedtime","waketime","favtvshow","favtvshow_en","importwarm","importpollution","importrecycling","importwater","importlifestyle","importenergy","importgovern","importcomputer","region","year"
"11770","female","13","india","IND","IND","no","no","no","no","no","no","no","yes","","","","4","left","164","22","164","NA","32","42","NA","NA","30","motor","20","3000","3000","two","social","social","43","1.656","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","yes","yes","yes","yes","no","no","no","no","no","yes","no","3","yes","yes","yes","yes","yes","no","no","10:30:00","6:45:00","Good luck charlie","Good Luck Charlie","1","23","-8","41","100","-7","33","48",3,9
"2322","male","14","newzealand","NZL","NZL","yes","yes","yes","yes","yes","yes","yes","yes","","","","1","left","162","27","167","20","35","45","79","78","12","motor","66","3000","3000","hand","health","health","59","0.406","Aerobics or weight training","Aerobics or weight training","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","18","yes","no","no","no","no","no","no","10:30:00","7:45:00","One news","ONE News","NA","NA","NA","NA","NA","NA","NA","100",4,9
"748","male","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","167","25","171","19","37","NA","86","87","111","walk","7","5200","5200","one","arts","arts","72","0.453","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","yes","yes","yes","no","yes","no","no","no","no","yes","no","5","no","no","no","no","no","yes","no","11:15:00","7:45:00","","None","-54","-42","-32","-34","-68","-60","-85","-21",16,9
"12999","male","12","newzealand","NZL","NZL","yes","yes","no","no","no","no","no","no","","","","2","right","157","20","157","15","30","NA","70","70","10","walk","15","1","NA","diagonal","arts","health","44","NA","Soccer","Soccer","no","no","no","no","no","no","no","no","no","no","yes","NA","no","no","no","no","no","no","yes","8:00:00","4:00:00","Rex","NA","56","2","100","-38","28","100","-18","-62",2,8
"1050","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","162","25","168","16","32","47","85","68","530","walk","30","6000","6000","two","english","health","41","1.062","Basketball","Basketball","no","yes","yes","no","yes","no","no","no","no","yes","no","25","no","no","no","yes","no","no","no","10:00:00","7:30:00","Modern family","Modern Family","100","100","100","100","100","100","100","NA",3,11
"17272","female","11","America Samoa.","ASM","ASM","no","no","yes","no","no","no","no","no","","","","2","right","NA","NA","NA","17","33","NA","70","70","170","motor","15","70","NA","two","english","mathstats","72","NA","Dancing","Dancing","no","yes","no","no","no","no","no","no","no","no","no","18","no","no","no","yes","no","no","no","8:00:00","6:00:00","Hannah montana","Hannah Montana","-42","-10","-35","-17","-1","-33","-7","100",3,7
"15515","male","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","left","140","20","NA","NA","NA","NA","60","50","20","bus","4","2","NA","one","languages","languages","82","2.438","Other","Other","yes","no","no","no","no","no","no","no","no","no","no","1","no","no","yes","no","no","no","no","10:00:00","7:00:00","Thesimsons","The Simpsons","NA","NA","NA","NA","100","-20","NA","100",2,7
"5073","male","12","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","163","27","175","16","35","45","90","95","90","walk","15","4000","4000","two","mathstats","arts","40","0.375","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","Ball sports using sticks (cricket, baseball, hockey, lacrosse, jai lai)","no","yes","yes","yes","no","no","no","no","no","yes","no","5","yes","yes","yes","yes","yes","no","no","11:30:00","6:45:00","South park","South Park","100","100","100","100","100","100","100","95",10,8
"1023","male","15","newzealand","NZL","NZL","no","no","no","no","no","no","no","no","New Zealander","","NA","1","right","181","25","184","15","NA","NA","NA","NA","22","bus","15","3000","3000","two","social","english","52","0.297","Aerobics or weight training","Aerobics or weight training","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","6","yes","yes","yes","yes","yes","no","no","10:30:00","7:00:00","The amazing race","The Amazing Race","28","57","68","81","100","100","86","100",3,11
"14177","male","11","newzealand","NZL","NZL","no","no","no","no","no","no","yes","no","","","","3","right","147","20","135","16","29","37","NA","NA","20","walk","15","400","400","two","technology","mathstats","40","0.811","Other","Other","no","no","yes","yes","no","no","no","no","yes","yes","no","8","no","yes","no","no","no","no","no","11:45:00","7:45:00","Doctor who","Dr Who","100","79","59","100","100","100","5","65",3,7
"22654","male","14","australia","AUS","AUS","yes","no","no","no","no","no","no","no","","","","1","left","174","27","180","20","35","50","105","110","60","motor","12","6000","6000","two","technology","english","48","0.421","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","no","yes","no","no","no","no","yes","no","8","no","yes","yes","yes","no","no","no","9:45:00","7:30:00","Nirtro circus","NA","-4","-3","-21","50","28","-3","-40","-21",9,10
"2419","male","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","173","27","175","19","33","43","90","100","120","walk","20","2300","2300","two","science","english","34","0.281","Basketball","Basketball","no","yes","yes","no","yes","no","no","no","yes","yes","no","8","yes","yes","yes","yes","no","no","no","10:45:00","7:00:00","Fanily guy","Family Guy","25","6","10","6","13","56","53","100",3,11
"18996","female","11","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","1","right","160","21","172","17","35","40","90","80","355","bus","10","500","500","two","arts","health","56","0.5","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","no","NA","no","no","yes","yes","no","no","no","9:00:00","6:00:00","None","None","3","100","40","-100","NA","NA","100","100",4,7
"2803","female","9","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","3","right","128","18","128","14","27","NA","60","50","520","motor","2","2","NA","two","health","english","35","0.391","Horse riding","Horse riding","yes","yes","yes","no","no","no","no","no","no","yes","no","1","yes","no","yes","no","no","no","no","11:15:00","6:30:00","I shurdit be alive","I shouldn't be Alive","1","-7","2","1","100","3","-81","-33",5,5
"16631","male","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","152","22","165","NA","37","NA","NA","NA","26","walk","19","NA","NA","two","social","NA","51","0.313","Winter sports (skiing, snowboarding, ice skating)","Winter sports (skiing, snowboarding, ice skating)","yes","yes","yes","yes","no","no","no","no","no","yes","no","1","no","yes","yes","yes","no","no","no","9:00:00","6:00:00","Family guy","Family Guy","NA","NA","NA","NA","29","-100","76","100",9,9
"10730","male","13","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","159","28","NA","16","NA","45","80","70","80","bus","32","50","NA","one","arts","health","71","0.448","Skateboarding","Skateboarding","yes","yes","yes","yes","yes","no","no","no","yes","yes","no","9","yes","yes","yes","yes","no","no","no","11:30:00","7:15:00","Dethklok","NA","-26","-49","-65","-75","-44","-95","NA","100",18,9
"10752","female","12","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","140","20","NA","10","NA","NA","60","64","300","motor","15","4000","4000","two","arts","english","42","0.518","Dancing","Dancing","yes","yes","yes","no","yes","no","no","no","yes","yes","no","10","no","no","no","no","no","no","yes","9:30:00","7:00:00","Shortland street","Shortland Street","85","87","87","61","77","-1","NA","-12",3,8
"18074","female","13","Fiji","FJI","FJI","no","no","no","no","no","no","no","no","Fijian/New Zealand european","","NA","1","right","NA","25","165","15","32","44","60","65","50","walk","15","400","400","two","arts","mathstats","46","1.11","Netball","Netball","no","yes","yes","no","no","no","no","no","yes","no","no","12","no","yes","yes","yes","yes","no","no","10:15:00","7:45:00","Bones","Bones","10","6","34","22","48","6","6","63",3,9
"12587","female","12","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","149","21","148","16","27","43","80","87","28","motor","13","2000","2000","one","health","social","51","0.391","Netball","Netball","yes","yes","yes","yes","yes","no","yes","no","yes","yes","no","6","yes","yes","yes","yes","yes","no","no","10:00:00","6:45:00","Shortland street","Shortland Street","-65","-90","-96","-38","-96","-71","-100","100",8,8
"308","male","13","","NA","NA","no","no","no","no","no","no","no","no","GERMAN","German","","2","right","160","24","155","18","31","45","NA","NA","8","bike","12","6500","6500","two","science","science","80","0.639","Racket sports (tennis, squash, badminton)","Racket sports (tennis, squash, badminton)","no","yes","yes","yes","yes","no","no","no","yes","no","no","9","yes","yes","yes","yes","yes","no","no","10:15:00","7:45:00","","None","NA","100","100","-97","69","-1","66","-24",9,9
"14483","female","15","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","2","right","157","23","157","16","31","42","72","60","560","motor","7","500","500","one","english","NA","24","0.39","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","no","no","no","no","no","no","yes","no","29","yes","yes","no","yes","yes","no","no","11:15:00","6:45:00","House","House of Anubis","48","53","49","55","46","55","52","NA",10,11
"6259","female","11","england","GBR","GBR","yes","no","no","no","no","no","no","no","","","","1","right","154","23","NA","NA","NA","NA","NA","NA","30","walk","40","800","800","one","arts","health","46","0.453","Winter sports (skiing, snowboarding, ice skating)","Winter sports (skiing, snowboarding, ice skating)","yes","no","yes","no","no","no","no","no","yes","yes","no","NA","yes","no","yes","yes","no","no","no","11:00:00","5:00:00","Simpsons or stiky tv","The Simpsons","-78","-64","-89","-43","98","-2","-59","100",3,7
"23423","male","11","newzealand","NZL","NZL","no","yes","no","no","no","no","no","no","","","","NA","right","146","27","148","NA","29","35","NA","NA","18","bus","15","900","900","two","health","social","NA","1.297","Rugby","Rugby","yes","yes","yes","no","yes","no","no","no","no","yes","no","NA","no","no","yes","yes","yes","yes","no","9:00:00","7:00:00","","None","56","77","-74","-85","98","-87","100","100",2,7
"474","female","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","NA","right","141","22","138","15","30","40","58","70","400","walk","20","700","700","one","arts","science","36","1.344","Horse riding","Horse riding","no","yes","yes","yes","no","no","no","no","yes","yes","no","4","yes","yes","yes","yes","yes","no","no","9:15:00","7:15:00","Glee","Glee","76","76","76","61","83","71","74","-89",3,7
"16665","male","11","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","154","23","155","15","30","NA","NA","NA","7","walk","10","2000","2000","two","health","arts","52","0.643","Other","Other","yes","no","no","no","no","no","no","no","no","no","no","10","no","no","no","no","no","no","yes","9:00:00","6:00:00","Wwe","WWE","0","NA","1","NA","100","NA","NA","NA",14,7
"21418","female","14","newzealand","NZL","NZL","yes","no","no","no","no","no","no","no","","","","1","right","161","23","166","15","28","42","80","80","440","motor","60","5500","5500","one","english","english","28","0.382","Water sports (swimming, diving, surfing, canoeing, kayaking)","Water sports (swimming, diving, surfing, canoeing, kayaking)","no","yes","yes","no","no","no","no","no","no","yes","no","2","no","no","no","yes","no","no","no","8:30:00","6:30:00","Cougar town","Cougar Town","100","100","100","100","99","100","5","-100",3,10
